,level_2,level_3,level_4,level_5,[LOGGING],RD81DL96_1,2,3,4
254,12.0,1.0,2.0,7.0,30546.0,18771.0,7252.0,28757.0,17750.0
255,13.0,1.0,2.0,10.0,30177.0,22242.0,14563.0,7140.0,32741.0
256,14.0,1.0,2.0,9.0,21872.0,17777.0,13938.0,10355.0,7028.0
257,16.0,1.0,2.0,12.0,5631.0,5376.0,5377.0,5634.0,6147.0
258,17.0,1.0,2.0,13.0,14222.0,17807.0,21648.0,25745.0,30098.0
259,17.0,1.0,2.0,14.0,14360.0,20505.0,26906.0,795.0,7708.0
260,34.0,1.0,2.0,34.0,20647.0,30632.0,8105.0,18602.0,29355.0
261,16.0,1.0,3.0,14.0,18998.0,55.0,14136.0,28473.0,10298.0
262,12.0,1.0,3.0,9.0,9413.0,27078.0,12231.0,30408.0,16073.0
263,17.0,1.0,3.0,14.0,24660.0,13397.0,2390.0,24407.0,13912.0
264,261.0,2.0,19.0,262.0,31971.0,24548.0,17381.0,10470.0,3815.0
265,345.0,5.0,34.0,345.0,20333.0,15470.0,10863.0,6512.0,2417.0
266,297.0,6.0,41.0,293.0,25340.0,24317.0,23550.0,23039.0,22784.0
267,256.0,8.0,41.0,258.0,22411.0,25228.0,28301.0,31630.0,2447.0
268,286.0,9.0,41.0,285.0,14869.0,20246.0,25879.0,31768.0,5145.0
269,262.0,9.0,41.0,258.0,9636.0,18853.0,28326.0,5287.0,15272.0
270,293.0,10.0,41.0,292.0,29235.0,9524.0,22837.0,3638.0,17463.0
271,308.0,11.0,41.0,307.0,8130.0,25027.0,9412.0,26821.0,11718.0
272,311.0,11.0,41.0,310.0,10316.0,29773.0,16718.0,3919.0,24144.0
273,295.0,12.0,41.0,294.0,19675.0,10204.0,989.0,24798.0,16095.0
274,282.0,12.0,41.0,281.0,21098.0,15467.0,10092.0,4973.0,110.0
275,315.0,13.0,41.0,316.0,27380.0,24309.0,21494.0,18935.0,16632.0
276,308.0,14.0,41.0,306.0,26499.0,27268.0,28293.0,29574.0,31111.0
277,321.0,14.0,41.0,319.0,17682.0,22291.0,27156.0,32277.0,4886.0
278,304.0,15.0,41.0,300.0,929.0,9378.0,18083.0,27044.0,3493.0
279,294.0,15.0,41.0,291.0,16939.0,27948.0,6445.0,17966.0,29743.0
280,283.0,16.0,41.0,279.0,30650.0,12731.0,27836.0,10429.0,26046.0
281,285.0,16.0,41.0,284.0,3657.0,22346.0,8523.0,27724.0,14413.0
282,309.0,16.0,41.0,308.0,23763.0,12244.0,981.0,22742.0,11991.0
283,299.0,17.0,41.0,298.0,27234.0,19555.0,12132.0,4965.0,30822.0
284,295.0,17.0,41.0,292.0,22769.0,18930.0,15347.0,12020.0,8949.0
285,293.0,18.0,41.0,292.0,14203.0,12924.0,11901.0,11134.0,10623.0
286,285.0,18.0,41.0,281.0,7434.0,9995.0,12812.0,15885.0,19214.0
287,293.0,18.0,41.0,291.0,25497.0,31898.0,5787.0,12700.0,19869.0
288,293.0,18.0,41.0,291.0,21027.0,29988.0,6437.0,15910.0,25639.0
289,290.0,19.0,41.0,288.0,4018.0,16819.0,29876.0,10421.0,23990.0
290,291.0,19.0,41.0,288.0,11841.0,28482.0,12611.0,29764.0,14405.0
291,287.0,19.0,41.0,285.0,11728.0,32209.0,20178.0,8403.0,29652.0
292,290.0,20.0,41.0,288.0,3679.0,28000.0,19809.0,11874.0,4195.0
293,296.0,20.0,41.0,293.0,20462.0,15855.0,11504.0,7409.0,3570.0
294,292.0,20.0,41.0,289.0,4216.0,2169.0,378.0,31611.0,30332.0
295,294.0,20.0,41.0,291.0,18695.0,20488.0,22537.0,24842.0,27403.0
296,292.0,20.0,41.0,292.0,25238.0,30871.0,3992.0,10137.0,16538.0
297,286.0,21.0,41.0,284.0,13088.0,21281.0,29730.0,5667.0,14628.0
298,298.0,21.0,41.0,296.0,17327.0,29360.0,8881.0,21426.0,1459.0
299,289.0,21.0,41.0,286.0,13630.0,29503.0,12864.0,29249.0,13122.0
300,288.0,21.0,41.0,285.0,5576.0,24009.0,9930.0,28875.0,15308.0
301,300.0,22.0,41.0,299.0,32343.0,21848.0,11609.0,1626.0,24667.0
302,288.0,22.0,41.0,285.0,18406.0,11751.0,5352.0,31977.0,26090.0
303,294.0,22.0,41.0,301.0,29301.0,26486.0,23927.0,21624.0,19577.0
304,234.0,22.0,41.0,248.0,30975.0,30720.0,30721.0,30978.0,31491.0
305,21.0,22.0,41.0,37.0,6798.0,10383.0,14224.0,18321.0,22674.0
306,-291.0,22.0,41.0,-272.0,7453.0,14878.0,22559.0,30496.0,5921.0
307,-230.0,22.0,41.0,-227.0,172.0,11437.0,22958.0,1967.0,14000.0
308,-164.0,22.0,41.0,-165.0,11574.0,25399.0,6712.0,21049.0,2874.0
309,-31.0,22.0,41.0,-31.0,1989.0,19654.0,4807.0,22984.0,8649.0
310,-14.0,22.0,41.0,-11.0,17236.0,5973.0,27734.0,16983.0,6488.0
311,-17.0,21.0,41.0,-17.0,24547.0,17124.0,9957.0,3046.0,29159.0
312,-13.0,21.0,41.0,-13.0,23922.0,20339.0,17012.0,13941.0,11126.0
313,-11.0,21.0,41.0,-10.0,15361.0,15618.0,16131.0,16900.0,17925.0
314,-11.0,21.0,41.0,-9.0,31632.0,2961.0,7314.0,11923.0,16788.0
315,-10.0,21.0,41.0,-8.0,7199.0,15136.0,23329.0,31778.0,7715.0
316,-11.0,20.0,41.0,-8.0,18089.0,28586.0,6571.0,17580.0,28845.0
317,-13.0,20.0,41.0,-14.0,24120.0,5689.0,20282.0,2363.0,17468.0
318,-12.0,20.0,41.0,-13.0,22215.0,7624.0,26057.0,11978.0,30923.0
319,-12.0,20.0,41.0,-11.0,4433.0,25170.0,13395.0,1876.0,23381.0
320,-11.0,20.0,41.0,-12.0,224.0,24801.0,16866.0,9187.0,1764.0
321,-11.0,19.0,41.0,-10.0,20847.0,16496.0,12401.0,8562.0,4979.0
322,-11.0,19.0,41.0,-10.0,766.0,255.0,0.0,1.0,258.0
323,-9.0,19.0,41.0,-8.0,5517.0,8846.0,12431.0,16272.0,20369.0
324,-10.0,19.0,41.0,-8.0,3095.0,8984.0,15129.0,21530.0,28187.0
325,-11.0,19.0,41.0,-7.0,5542.0,15271.0,25256.0,2729.0,13226.0
326,-12.0,18.0,41.0,-13.0,53.0,13622.0,27447.0,8760.0,23097.0
327,-12.0,18.0,41.0,-12.0,1727.0,17856.0,1473.0,18114.0,2243.0
328,-12.0,18.0,41.0,-11.0,26702.0,13903.0,1360.0,21841.0,9810.0
329,-12.0,18.0,41.0,-9.0,10973.0,2014.0,26079.0,17632.0,9441.0
330,-10.0,18.0,41.0,-10.0,20076.0,14957.0,10094.0,5487.0,1136.0
331,-10.0,17.0,41.0,-8.0,31478.0,28919.0,26616.0,24569.0,22778.0
332,-9.0,17.0,41.0,-7.0,5509.0,6790.0,8327.0,10120.0,12169.0
333,-10.0,17.0,41.0,-7.0,4372.0,9493.0,14870.0,20503.0,26392.0
334,-12.0,17.0,41.0,-13.0,28067.0,4260.0,13477.0,22950.0,32679.0
335,-12.0,17.0,41.0,-12.0,11058.0,23859.0,4148.0,17461.0,31030.0
336,-11.0,17.0,41.0,-12.0,5052.0,20413.0,3262.0,19135.0,2496.0
337,-11.0,16.0,41.0,-10.0,18507.0,4940.0,24397.0,11342.0,31311.0
338,-11.0,16.0,41.0,-9.0,24026.0,14299.0,4828.0,28381.0,19422.0
339,-11.0,16.0,41.0,-9.0,21609.0,15722.0,10091.0,4716.0,32365.0
340,-10.0,16.0,41.0,-8.0,11256.0,9209.0,7418.0,5883.0,4604.0
341,-10.0,16.0,41.0,-7.0,20610.0,21123.0,21892.0,22917.0,24198.0
342,-13.0,15.0,41.0,-14.0,7953.0,12306.0,16915.0,21780.0,26901.0
343,-12.0,15.0,41.0,-12.0,20128.0,28321.0,4002.0,12707.0,21668.0
344,-10.0,15.0,41.0,-11.0,24367.0,3632.0,15921.0,28466.0,8499.0
345,-11.0,15.0,41.0,-11.0,20670.0,3775.0,19904.0,3521.0,20162.0
346,-12.0,15.0,41.0,-9.0,9037.0,28750.0,15951.0,3408.0,23889.0
347,-9.0,15.0,41.0,-8.0,22236.0,13021.0,4062.0,28127.0,19680.0
348,-9.0,15.0,41.0,-7.0,25446.0,18791.0,12392.0,6249.0,362.0
349,-11.0,14.0,41.0,-7.0,3573.0,758.0,30967.0,28664.0,26617.0
350,-13.0,14.0,41.0,-14.0,6532.0,7557.0,8838.0,10375.0,12168.0
351,-12.0,14.0,41.0,-13.0,1555.0,6420.0,11541.0,16918.0,22551.0
352,-11.0,14.0,41.0,-11.0,14493.0,21918.0,29599.0,4768.0,12961.0
353,-10.0,14.0,41.0,-10.0,7212.0,18477.0,29998.0,9007.0,21040.0
354,-10.0,14.0,41.0,-9.0,24763.0,7100.0,22461.0,5310.0,21183.0
355,-10.0,14.0,41.0,-9.0,1610.0,20555.0,6988.0,26445.0,13390.0
356,-10.0,13.0,41.0,-8.0,24276.0,13013.0,2006.0,24023.0,13528.0
357,-11.0,13.0,41.0,-8.0,31587.0,24164.0,16997.0,10086.0,3431.0
358,-13.0,13.0,41.0,-13.0,30962.0,27379.0,24052.0,20981.0,18166.0
359,-13.0,13.0,41.0,-11.0,22401.0,22658.0,23171.0,23940.0,24965.0
360,-11.0,13.0,41.0,-11.0,22027.0,24844.0,27917.0,31246.0,2063.0
361,-11.0,13.0,41.0,-10.0,11162.0,17819.0,24732.0,31901.0,6558.0
362,-10.0,13.0,41.0,-9.0,25129.0,2858.0,13611.0,24620.0,3117.0
363,-9.0,12.0,41.0,-8.0,28851.0,9140.0,22453.0,3254.0,17079.0
364,-11.0,12.0,41.0,-8.0,7746.0,24643.0,9028.0,26437.0,11334.0
365,-14.0,12.0,41.0,-15.0,11473.0,32210.0,20435.0,8916.0,30421.0
366,-13.0,12.0,41.0,-13.0,7264.0,31841.0,23906.0,16227.0,8804.0
367,-12.0,12.0,41.0,-12.0,27887.0,23536.0,19441.0,15602.0,12019.0
368,-11.0,12.0,41.0,-11.0,14201.0,12410.0,10875.0,9596.0,8573.0
369,-11.0,12.0,41.0,-10.0,32520.0,1801.0,4106.0,6667.0,9484.0
370,-11.0,12.0,41.0,-10.0,10135.0,16024.0,22169.0,28570.0,2459.0
371,-11.0,12.0,41.0,-9.0,12582.0,22311.0,32296.0,9769.0,20266.0
372,-10.0,11.0,41.0,-8.0,7093.0,20662.0,1719.0,15800.0,30137.0
373,-10.0,11.0,41.0,-7.0,8767.0,24896.0,8513.0,25154.0,9283.0
374,-13.0,11.0,41.0,-12.0,974.0,20943.0,8400.0,28881.0,16850.0
375,-13.0,11.0,41.0,-12.0,18013.0,9054.0,351.0,24672.0,16481.0
376,-11.0,11.0,41.0,-12.0,23783.0,17384.0,11241.0,5354.0,32491.0
377,-11.0,11.0,41.0,-10.0,5750.0,3191.0,888.0,31609.0,29818.0
378,-10.0,11.0,41.0,-9.0,9984.0,9985.0,10242.0,10755.0,11524.0
379,-11.0,11.0,41.0,-9.0,22415.0,26256.0,30353.0,1938.0,6547.0
380,-10.0,11.0,41.0,-8.0,26910.0,1823.0,9760.0,17953.0,26402.0
381,-14.0,11.0,41.0,-14.0,23469.0,2222.0,13999.0,26032.0,5553.0
382,-13.0,10.0,41.0,-13.0,12092.0,27453.0,10302.0,26175.0,9536.0
383,-12.0,10.0,41.0,-11.0,31686.0,16839.0,2248.0,20681.0,6602.0
384,-11.0,10.0,41.0,-11.0,18005.0,6998.0,29015.0,18520.0,8281.0
385,-12.0,10.0,41.0,-11.0,29156.0,21989.0,15078.0,8423.0,2024.0
386,-10.0,10.0,41.0,-9.0,20078.0,15471.0,11120.0,7025.0,3186.0
387,-11.0,10.0,41.0,-8.0,28925.0,28158.0,27647.0,27392.0,27393.0
388,-11.0,10.0,41.0,-7.0,29836.0,141.0,3470.0,7055.0,10896.0
389,-11.0,10.0,41.0,-7.0,24854.0,30487.0,3608.0,9753.0,16154.0
390,-13.0,10.0,41.0,-13.0,23461.0,166.0,9895.0,19880.0,30121.0
391,-12.0,10.0,41.0,-13.0,14132.0,27445.0,8246.0,22071.0,3384.0
392,-19.0,9.0,41.0,-26.0,29635.0,14020.0,31429.0,16326.0,1479.0
1,-16.0,8.0,41.0,-16.0,16852.0,5589.0,27350.0,16599.0,6104.0
2,-1.0,8.0,41.0,-2.0,24163.0,16740.0,9573.0,2662.0,28775.0
3,85.0,8.0,41.0,83.0,23538.0,19955.0,16628.0,13557.0,10742.0
4,224.0,8.0,41.0,225.0,17532.0,16509.0,15742.0,15231.0,14976.0
5,315.0,9.0,41.0,316.0,14603.0,17420.0,20493.0,23822.0,27407.0
6,336.0,10.0,41.0,335.0,3738.0,10395.0,17308.0,24477.0,31902.0
7,304.0,11.0,41.0,302.0,17705.0,28202.0,6187.0,17196.0,28461.0
8,275.0,12.0,41.0,276.0,21427.0,1716.0,15029.0,28598.0,9655.0
9,267.0,12.0,41.0,266.0,322.0,17219.0,1604.0,19013.0,3910.0
10,248.0,13.0,41.0,245.0,4049.0,24786.0,13011.0,1492.0,22997.0
11,238.0,13.0,41.0,238.0,11867.0,2396.0,25949.0,16990.0,8287.0
12,247.0,13.0,41.0,246.0,13290.0,7659.0,2284.0,29933.0,25070.0
13,261.0,14.0,41.0,260.0,6777.0,4986.0,3451.0,2172.0,1149.0
14,276.0,14.0,41.0,275.0,25096.0,27145.0,29450.0,32011.0,2060.0
15,269.0,14.0,28.0,269.0,9874.0,14483.0,19348.0,24469.0,29846.0
16,258.0,15.0,28.0,256.0,25889.0,1570.0,10275.0,19236.0,28453.0
17,249.0,15.0,28.0,248.0,1200.0,13489.0,26034.0,6067.0,19124.0
18,250.0,15.0,28.0,247.0,1343.0,17472.0,1089.0,17730.0,1859.0
19,265.0,16.0,28.0,266.0,28617.0,14538.0,715.0,19916.0,6605.0
20,298.0,16.0,30.0,298.0,26456.0,16217.0,6234.0,29275.0,19804.0
21,288.0,16.0,30.0,287.0,16359.0,9960.0,3817.0,30698.0,25067.0
22,300.0,17.0,31.0,300.0,14961.0,11122.0,7539.0,4212.0,1141.0
23,289.0,17.0,31.0,289.0,2560.0,2561.0,2818.0,3331.0,4100.0
24,256.0,17.0,31.0,254.0,14991.0,18832.0,22929.0,27282.0,31891.0
25,239.0,18.0,31.0,240.0,19486.0,27167.0,2336.0,10529.0,18978.0
26,209.0,18.0,31.0,209.0,16045.0,27566.0,6575.0,18608.0,30897.0
27,211.0,18.0,31.0,211.0,4668.0,20029.0,2878.0,18751.0,2112.0
28,237.0,18.0,31.0,236.0,18123.0,4556.0,24013.0,10958.0,30927.0
29,261.0,18.0,31.0,260.0,10581.0,32342.0,21591.0,11096.0,857.0
30,281.0,18.0,31.0,278.0,21732.0,14565.0,7654.0,999.0,27368.0
31,246.0,19.0,31.0,245.0,24947.0,21620.0,18549.0,15734.0,13175.0
32,217.0,19.0,31.0,215.0,20226.0,20739.0,21508.0,22533.0,23814.0
33,247.0,19.0,31.0,246.0,7569.0,11922.0,16531.0,21396.0,26517.0
34,306.0,19.0,31.0,308.0,15387.0,22300.0,29469.0,4126.0,11807.0
35,317.0,19.0,32.0,315.0,426.0,11179.0,22188.0,685.0,12206.0
36,215.0,20.0,32.0,215.0,10297.0,24890.0,6971.0,22076.0,4669.0
37,214.0,20.0,32.0,216.0,12232.0,30665.0,16586.0,2763.0,21964.0
38,298.0,20.0,32.0,297.0,6231.0,28504.0,18265.0,8282.0,31323.0
39,344.0,20.0,35.0,343.0,29409.0,21474.0,13795.0,6372.0,31973.0
40,255.0,20.0,35.0,255.0,21104.0,17009.0,13170.0,9587.0,6260.0
41,241.0,20.0,35.0,242.0,4863.0,4608.0,4609.0,4866.0,5379.0
42,310.0,21.0,35.0,309.0,32137.0,1674.0,4235.0,7052.0,10125.0
43,366.0,21.0,35.0,364.0,13592.0,19737.0,26138.0,27.0,6940.0
44,227.0,21.0,36.0,226.0,19879.0,29864.0,7337.0,17834.0,28587.0
45,217.0,21.0,36.0,217.0,18481.0,31026.0,11059.0,24116.0,4661.0
46,280.0,21.0,36.0,280.0,22464.0,6081.0,22722.0,6851.0,24004.0
47,351.0,21.0,36.0,351.0,18511.0,5968.0,26449.0,14418.0,2643.0
48,242.0,22.0,36.0,242.0,6622.0,30687.0,22240.0,14049.0,6114.0
49,240.0,22.0,36.0,240.0,19565.0,14702.0,10095.0,5744.0,1649.0
50,326.0,22.0,36.0,325.0,24572.0,23549.0,22782.0,22271.0,22016.0
51,247.0,22.0,36.0,246.0,21643.0,24460.0,27533.0,30862.0,1679.0
52,185.0,22.0,36.0,184.0,14101.0,19478.0,25111.0,31000.0,4377.0
53,43.0,22.0,36.0,39.0,8868.0,18085.0,27558.0,4519.0,14504.0
54,9.0,22.0,36.0,10.0,28467.0,8756.0,22069.0,2870.0,16695.0
55,17.0,22.0,36.0,17.0,7362.0,24259.0,8644.0,26053.0,10950.0
56,2.0,21.0,36.0,3.0,9548.0,29005.0,15950.0,3151.0,23376.0
57,10.0,21.0,36.0,9.0,18907.0,9436.0,221.0,24030.0,15327.0
58,6.0,21.0,36.0,4.0,20330.0,14699.0,9324.0,4205.0,32110.0
59,8.0,21.0,36.0,8.0,26612.0,23541.0,20726.0,18167.0,15864.0
60,7.0,21.0,36.0,5.0,25731.0,26500.0,27525.0,28806.0,30343.0
61,9.0,20.0,36.0,9.0,16914.0,21523.0,26388.0,31509.0,4118.0
62,3.0,20.0,36.0,1.0,161.0,8610.0,17315.0,26276.0,2725.0
63,8.0,20.0,36.0,10.0,8240.0,20529.0,306.0,13107.0,26164.0
64,7.0,20.0,36.0,6.0,8383.0,24512.0,8129.0,24770.0,8899.0
65,9.0,20.0,36.0,8.0,590.0,20559.0,8016.0,28497.0,16466.0
66,5.0,19.0,36.0,3.0,17629.0,8670.0,32735.0,24288.0,16097.0
67,8.0,19.0,36.0,8.0,23399.0,17000.0,10857.0,4970.0,32107.0
68,6.0,19.0,36.0,6.0,5366.0,2807.0,504.0,31225.0,29434.0
69,8.0,19.0,36.0,9.0,12165.0,13446.0,14983.0,16776.0,18825.0
70,3.0,19.0,36.0,2.0,11028.0,16149.0,21526.0,27159.0,280.0
71,9.0,18.0,36.0,9.0,1955.0,10916.0,20133.0,29606.0,6567.0
72,5.0,18.0,36.0,6.0,23085.0,1838.0,13615.0,25648.0,5169.0
73,8.0,18.0,36.0,9.0,11708.0,27069.0,9918.0,25791.0,9152.0
74,4.0,18.0,36.0,4.0,25163.0,11596.0,31053.0,17998.0,5199.0
75,8.0,18.0,36.0,9.0,17621.0,6614.0,28631.0,18136.0,7897.0
76,7.0,17.0,36.0,6.0,28772.0,21605.0,14694.0,8039.0,1640.0
77,9.0,17.0,36.0,8.0,31987.0,28660.0,25589.0,22774.0,20215.0
78,4.0,17.0,36.0,4.0,27266.0,27779.0,28548.0,29573.0,30854.0
79,8.0,17.0,36.0,10.0,29452.0,32525.0,3086.0,6671.0,10512.0
80,7.0,17.0,36.0,8.0,22427.0,29340.0,3741.0,11166.0,18847.0
81,8.0,17.0,36.0,9.0,7466.0,18219.0,29228.0,7725.0,19246.0
82,3.0,16.0,36.0,3.0,13748.0,27061.0,7862.0,21687.0,3000.0
83,9.0,16.0,36.0,10.0,29251.0,13636.0,31045.0,15942.0,1095.0
84,6.0,16.0,36.0,6.0,4050.0,25043.0,13524.0,2261.0,24022.0
85,9.0,16.0,36.0,8.0,14428.0,5213.0,29022.0,20319.0,11872.0
86,3.0,16.0,36.0,2.0,19691.0,14316.0,9197.0,4334.0,32495.0
87,8.0,16.0,36.0,9.0,17018.0,15483.0,14204.0,13181.0,12414.0
88,8.0,15.0,36.0,7.0,31492.0,32517.0,1030.0,2567.0,4360.0
89,8.0,15.0,36.0,9.0,26515.0,31380.0,3733.0,9110.0,14743.0
90,5.0,15.0,36.0,3.0,13602.0,22307.0,31268.0,7717.0,17190.0
91,9.0,15.0,36.0,9.0,25521.0,5298.0,18099.0,31156.0,11701.0
92,6.0,15.0,36.0,4.0,29504.0,13121.0,29762.0,13891.0,31044.0
93,9.0,15.0,36.0,8.0,26570.0,12747.0,31948.0,18637.0,5582.0
94,3.0,14.0,36.0,2.0,28249.0,18266.0,8539.0,31836.0,22621.0
95,9.0,14.0,36.0,8.0,21992.0,15849.0,9962.0,4331.0,31724.0
96,8.0,14.0,36.0,7.0,23154.0,19571.0,16244.0,13173.0,10358.0
97,8.0,14.0,36.0,7.0,14593.0,14850.0,15363.0,16132.0,17157.0
98,6.0,14.0,36.0,5.0,30864.0,2193.0,6546.0,11155.0,16020.0
99,9.0,14.0,36.0,9.0,6431.0,14368.0,22561.0,31010.0,6947.0
100,6.0,14.0,36.0,6.0,6830.0,18607.0,30640.0,10161.0,22706.0
101,9.0,13.0,36.0,8.0,23352.0,4921.0,19514.0,1595.0,16700.0
102,6.0,13.0,36.0,6.0,21447.0,6856.0,25289.0,11210.0,30155.0
103,12.0,13.0,36.0,7.0,11606.0,855.0,23128.0,12889.0,2906.0
104,11.0,13.0,36.0,9.0,26597.0,19686.0,13031.0,6632.0,489.0
105,7.0,13.0,36.0,6.0,20079.0,15728.0,11633.0,7794.0,4211.0
106,8.0,13.0,36.0,8.0,32766.0,32255.0,32000.0,32001.0,32258.0
107,7.0,13.0,36.0,7.0,4749.0,8078.0,11663.0,15504.0,19601.0
108,8.0,13.0,36.0,7.0,2327.0,8216.0,14361.0,20762.0,27419.0
109,8.0,12.0,36.0,8.0,4774.0,14503.0,24488.0,1961.0,12458.0
110,8.0,12.0,36.0,7.0,32053.0,12854.0,26679.0,7992.0,22329.0
111,7.0,12.0,36.0,8.0,18628.0,3269.0,20934.0,6087.0,24264.0
112,8.0,12.0,36.0,8.0,30035.0,18516.0,7253.0,29014.0,18263.0
113,8.0,12.0,36.0,7.0,738.0,25827.0,18404.0,11237.0,4326.0
114,10.0,12.0,36.0,9.0,19308.0,14189.0,9326.0,4719.0,368.0
115,7.0,12.0,36.0,7.0,20475.0,19196.0,18173.0,17406.0,16895.0
116,8.0,12.0,36.0,6.0,13706.0,16267.0,19084.0,22157.0,25486.0
117,9.0,12.0,36.0,7.0,31769.0,5402.0,12059.0,18972.0,26141.0
118,8.0,11.0,36.0,7.0,27299.0,3492.0,12709.0,22182.0,31911.0
119,9.0,11.0,36.0,8.0,10290.0,23091.0,3380.0,16693.0,30262.0
120,9.0,11.0,36.0,8.0,18113.0,1986.0,18883.0,3268.0,20677.0
121,8.0,11.0,36.0,7.0,18000.0,5713.0,26450.0,14675.0,3156.0
122,9.0,11.0,36.0,8.0,9951.0,1504.0,26081.0,18146.0,10467.0
123,8.0,11.0,36.0,8.0,26734.0,22127.0,17776.0,13681.0,9842.0
124,9.0,11.0,36.0,9.0,2813.0,2046.0,1535.0,1280.0,1281.0
125,7.0,11.0,36.0,7.0,3724.0,6797.0,10126.0,13711.0,17552.0
126,8.0,11.0,36.0,7.0,29467.0,3612.0,10781.0,18206.0,25887.0
127,8.0,10.0,36.0,7.0,14506.0,25259.0,3500.0,14765.0,26286.0
128,7.0,10.0,36.0,8.0,20788.0,1333.0,14902.0,28727.0,10040.0
129,9.0,10.0,36.0,8.0,3523.0,20676.0,5317.0,22982.0,8135.0
130,8.0,10.0,36.0,8.0,8269.0,27982.0,15183.0,2640.0,23121.0
131,7.0,10.0,36.0,7.0,21468.0,12253.0,3294.0,27359.0,18912.0
132,9.0,10.0,36.0,8.0,26731.0,21356.0,16237.0,11374.0,6767.0
133,8.0,10.0,36.0,8.0,24058.0,22523.0,21244.0,20221.0,19454.0
134,9.0,10.0,36.0,10.0,5764.0,6789.0,8070.0,9607.0,11400.0
135,7.0,10.0,36.0,6.0,787.0,5652.0,10773.0,16150.0,21783.0
136,8.0,10.0,36.0,7.0,20642.0,29347.0,5540.0,14757.0,24230.0
137,9.0,9.0,36.0,7.0,32561.0,12338.0,25139.0,5428.0,18741.0
138,8.0,9.0,36.0,7.0,3776.0,20161.0,4034.0,20931.0,5316.0
139,9.0,9.0,36.0,8.0,842.0,19787.0,6220.0,25677.0,12622.0
140,8.0,9.0,36.0,7.0,2521.0,25306.0,15579.0,6108.0,29661.0
141,6.0,9.0,36.0,8.0,29032.0,22889.0,17002.0,11371.0,5996.0
142,8.0,9.0,36.0,8.0,30194.0,26611.0,23284.0,20213.0,17398.0
143,6.0,9.0,36.0,8.0,21633.0,21890.0,22403.0,23172.0,24197.0
144,9.0,9.0,36.0,9.0,5136.0,9233.0,13586.0,18195.0,23060.0
145,8.0,9.0,36.0,6.0,10394.0,17051.0,23964.0,31133.0,5790.0
146,9.0,9.0,36.0,7.0,24361.0,2090.0,12843.0,23852.0,2349.0
147,8.0,9.0,36.0,7.0,30392.0,11961.0,26554.0,8635.0,23740.0
148,8.0,8.0,36.0,7.0,28487.0,13896.0,32329.0,18250.0,4427.0
149,9.0,8.0,36.0,8.0,10705.0,31442.0,19667.0,8148.0,29653.0
150,8.0,8.0,36.0,7.0,6496.0,31073.0,23138.0,15459.0,8036.0
151,8.0,8.0,36.0,7.0,27119.0,22768.0,18673.0,14834.0,11251.0
152,9.0,8.0,36.0,8.0,13433.0,11642.0,10107.0,8828.0,7805.0
153,8.0,8.0,36.0,7.0,31752.0,1033.0,3338.0,5899.0,8716.0
154,10.0,8.0,36.0,10.0,9367.0,15256.0,21401.0,27802.0,1691.0
155,7.0,8.0,36.0,6.0,11814.0,21543.0,31528.0,9001.0,19498.0
156,7.0,8.0,36.0,7.0,7856.0,20145.0,32690.0,12723.0,25780.0
157,8.0,8.0,36.0,7.0,7999.0,24128.0,7745.0,24386.0,8515.0
158,8.0,8.0,36.0,7.0,206.0,20175.0,7632.0,28113.0,16082.0
159,8.0,8.0,36.0,8.0,17245.0,8286.0,32351.0,23904.0,15713.0
160,8.0,7.0,36.0,8.0,26348.0,21229.0,16366.0,11759.0,7408.0
161,8.0,7.0,36.0,7.0,4982.0,2423.0,120.0,30841.0,29050.0
162,10.0,7.0,36.0,9.0,11781.0,13062.0,14599.0,16392.0,18441.0
163,8.0,7.0,36.0,8.0,10644.0,15765.0,21142.0,26775.0,32664.0
164,9.0,7.0,36.0,9.0,26142.0,1055.0,8992.0,17185.0,25634.0
165,8.0,7.0,36.0,7.0,22701.0,1454.0,13231.0,25264.0,4785.0
166,8.0,7.0,36.0,8.0,11324.0,26685.0,9534.0,25407.0,8768.0
167,8.0,7.0,36.0,7.0,24779.0,11212.0,30669.0,17614.0,4815.0
168,8.0,7.0,36.0,7.0,17237.0,6230.0,28247.0,17752.0,7513.0
169,9.0,7.0,36.0,8.0,28388.0,21221.0,14310.0,7655.0,1256.0
170,8.0,7.0,36.0,7.0,31603.0,28276.0,25205.0,22390.0,19831.0
171,8.0,7.0,36.0,7.0,26882.0,27395.0,28164.0,29189.0,30470.0
172,8.0,7.0,36.0,8.0,14225.0,18578.0,23187.0,28052.0,405.0
173,7.0,6.0,36.0,8.0,26400.0,1825.0,10274.0,18979.0,27940.0
174,8.0,6.0,36.0,10.0,7082.0,17835.0,28844.0,7341.0,18862.0
175,7.0,6.0,36.0,7.0,16953.0,31546.0,13627.0,28732.0,11325.0
176,8.0,6.0,36.0,7.0,18888.0,4553.0,23242.0,9419.0,28620.0
177,7.0,6.0,36.0,7.0,3666.0,24659.0,13140.0,1877.0,23638.0
178,9.0,6.0,36.0,8.0,3297.0,28130.0,20451.0,13028.0,5861.0
179,8.0,6.0,36.0,9.0,27760.0,23665.0,19826.0,16243.0,12916.0
180,8.0,6.0,36.0,7.0,11519.0,11264.0,11265.0,11522.0,12035.0
181,7.0,6.0,36.0,6.0,6025.0,8330.0,10891.0,13708.0,16781.0
182,8.0,6.0,36.0,8.0,20248.0,26393.0,26.0,6683.0,13596.0
